"munic";"maes_chefes_91";"maes_chefes_00";"maes_chefes_10";"mortalidade_91";"mortalidade_00";"mortalidade_10";"uf"
"Santarém ";15,84;14,85;21;84,07;47,59;24,7;"PB"
"Santa Rita de Caldas ";8,98;2,51;8,54;30,7;21,91;16,3;"MG"
"Santa Rita de Cássia ";12,96;18,6;29,22;63,3;36,18;24,6;"BA"
"Santa Rita de Ibitipoca ";4,62;7,7;18,7;33,21;32,78;19,3;"MG"
"Santa Rita de Jacutinga ";5,26;15,96;8,75;29,36;26,18;16;"MG"
"Santa Rita de Minas ";16,8;16,46;12,98;49,49;37,04;19,5;"MG"
"Santa Rita do Araguaia ";8,45;13,87;14,6;25,49;20,4;12,5;"GO"
"Santa Rita D'Oeste ";6,75;3,71;3,29;26,27;23;14,3;"SP"
"Santa Rita do Itueto ";4,64;4,74;18,63;41,9;28,66;20,8;"MG"
"Santa Rita do Novo Destino ";21,11;7,68;10,88;33,31;32,4;14,3;"GO"
"Santa Rita do Pardo ";10,26;12,95;26,38;40,95;27,76;21,5;"MS"
"Santa Rita do Passa Quatro ";6,27;6,37;6,16;18,29;17;9,5;"SP"
"Santa Rita do Sapucaí ";10,04;13,19;14,52;28,82;21,6;15,6;"MG"
"Santa Rita do Tocantins ";8,3;8,15;12,85;68,79;37,05;14,4;"TO"
"Santa Rita do Trivelato ";NA;NA;10,06;22,97;19,02;13,7;"MT"
"Santa Rita ";17,74;25,88;32,71;93,57;51,47;30,7;"MA"
"Santa Rita ";16,02;17,77;21,35;62,49;35,24;21,18;"PB"
"Santa Rosa da Serra ";13,26;6,56;27,03;32,71;21,95;12,5;"MG"
"Santa Rosa de Goiás ";2,91;8,6;9,03;30,52;30,4;12,3;"GO"
"Santa Rosa de Lima ";1,05;NA;7,38;30,69;29,1;12,8;"SC"
"Santa Rosa de Lima ";35,63;36,01;27,64;55,68;43,28;24,8;"SE"
"Santa Rosa de Viterbo ";8,29;10,56;6,43;21,59;17,3;11,7;"SP"
"Santa Rosa do Piauí ";28,2;24,23;23,82;83,91;68,91;38,2;"PI"
"Santa Rosa do Purus ";NA;13,27;30,5;41,3;29,28;22,4;"AC"
"Santa Rosa do Sul ";11,48;5,65;8,57;33,21;27,3;16;"SC"
"Santa Rosa do Tocantins ";24,83;17,24;24,11;58,16;45,93;21,6;"TO"
"Santa Rosa ";7,81;9,59;11,25;19,8;13,4;9,53;"RS"
"Santa Salete ";NA;4;3,04;19,17;13,4;12,1;"SP"
"Santa Teresa ";8,59;7,15;6,96;24,23;15,59;14;"ES"
"Santa Teresinha ";20,43;20,31;39,07;53,64;34,11;18,5;"BA"
"Santa Teresinha ";8,37;3,53;14,45;66,18;32,31;16,2;"PB"
"Santa Tereza de Goiás ";13,38;10,78;16,25;34,34;34;13,9;"GO"
"Santa Tereza do Oeste ";8,94;13,77;19,84;43,33;31;15,8;"PR"
"Santa Tereza do Tocantins ";27,38;33,12;24,57;55,95;41,23;16,2;"TO"
"Santa Tereza ";4,38;NA;2,95;15,52;13;11,2;"RS"
"Santa Terezinha de Goiás ";22,75;17,02;11,19;33,31;30,8;13,8;"GO"
"Santa Terezinha de Itaipu ";16,95;19,47;22,91;34,75;26,9;14,4;"PR"
"Santa Terezinha do Progresso ";10,74;13,25;13,14;32,72;26,9;17,5;"SC"
"Santa Terezinha do Tocantins ";9,61;11,73;15,02;82,67;52,33;25,1;"TO"
"Santa Terezinha ";23,08;12,8;9,36;40,74;37,61;23;"MT"
"Santa Terezinha ";16,36;14,61;45,81;93,69;73,63;29,4;"PE"
"Santa Terezinha ";8,76;7,04;9,47;30,16;26;15;"SC"
"Santa Vitória do Palmar ";7,51;14,25;23,85;31,42;20,8;10,6;"RS"
"Santa Vitória ";6,51;10,16;7,7;28,23;22,38;12,6;"MG"
"Santiago do Sul ";6,05;5,94;3,58;28,15;26,9;15,5;"SC"
"Santiago ";11,15;7;13,94;17,22;13,8;9,37;"RS"
"Santo Afonso ";23,36;12,55;11,15;37,99;28,89;15,3;"MT"
"Santo Amaro ";24,1;27,21;20,53;78,6;46,7;23,6;"BA"
"Santo Amaro da Imperatriz ";4,1;12,5;11,09;20,86;17,7;9,3;"SC"
"Santo Amaro das Brotas ";21,64;27,99;19,51;51,31;36,75;22,6;"SE"
"Santo Amaro do Maranhão ";15,13;14,83;69,19;102,53;56,56;31,7;"MA"
"Santo Anastácio ";8,66;8,39;11,72;27,43;17,6;12,9;"SP"
"Santo André ";12,5;17,7;23,78;81,15;44,05;19,6;"PB"
"Santo André ";7,81;8,53;9,21;22,1;18,52;12,58;"SP"
"Santo Ângelo ";8,85;11,04;14,2;18,89;15,7;10,87;"RS"
"Santo Antônio da Alegria ";5,15;12,01;9,98;28,2;22,5;15;"SP"
"Santo Antônio da Barra ";29,77;16,78;21,54;30,18;28,5;13;"GO"
"Santo Antônio da Patrulha ";8,04;9,92;19,28;19,45;18,7;10,3;"RS"
"Santo Antônio da Platina ";11,96;12,25;15,82;42,95;30,6;14;"PR"
"Santo Antônio das Missões ";17,63;12,25;18,09;24,64;23;12,6;"RS"
"Santo Antônio de Goiás ";4,86;15,41;8,04;22,16;20,79;13,3;"GO"
"Santo Antônio de Jesus ";16,71;20,89;16,79;49,14;28,07;16,9;"BA"
"Santo Antônio de Lisboa ";8,81;4,68;16,95;79,91;55,8;37,2;"PI"
"Santo Antônio de Pádua ";4,85;9,81;10,4;23,48;17,26;16,5;"RJ"
"Santo Antônio de Posse ";9,15;11,07;18,71;27,47;17,8;14,3;"SP"
"Santo Antônio do Amparo ";15,53;11,15;13,51;37,42;31,16;16,3;"MG"
"Santo Antônio do Aracanguá ";1,43;1,43;10,1;31,73;21,1;14,1;"SP"
"Santo Antônio do Aventureiro ";4,52;5,17;11,43;38,81;27,05;14,6;"MG"
"Santo Antônio do Caiuá ";10,57;7,16;22,84;32,9;28,4;14,7;"PR"
"Santo Antônio do Descoberto ";18,64;22,36;31,08;28,43;26,2;14,5;"GO"
"Santo Antônio do Grama ";5,22;17,12;10,46;41,28;33,65;16,3;"MG"
"Santo Antônio do Içá ";7,48;12,58;13,3;65,43;47,6;24;"AM"
"Santo Antônio do Itambé ";16,57;23,76;38,68;44,33;36,01;19,2;"MG"
"Santo Antônio do Jacinto ";12,72;15,94;36,36;56,15;42,88;21,6;"MG"
"Santo Antônio do Jardim ";6,12;9,05;8,17;27,03;20,5;14,5;"SP"
"Santo Antônio do Leste ";3,59;14,7;13,79;23,17;20,94;13,6;"MT"
"Santo Antônio do Leverger ";9,58;8,97;4,14;26;25,75;18;"MT"
"Santo Antônio do Monte ";6,76;7,55;5,81;27,2;22,67;14,8;"MG"
"Santo Antônio do Palma ";9,11;0,89;2,24;17,9;13;11,2;"RS"
"Santo Antônio do Paraíso ";14,48;8,88;6,76;44,95;30,99;15,3;"PR"
"Santo Antônio do Pinhal ";12,69;8,95;20,34;33,46;19,8;16,8;"SP"
"Santo Antônio do Planalto ";6,22;4,56;7,19;17,28;11,7;9;"RS"
"Santo Antônio do Retiro ";13,05;17,67;23,29;55,03;42,48;20,3;"MG"
"Santo Antônio do Rio Abaixo ";27,77;3,63;10,5;43,24;33,72;16,3;"MG"
"Santo Antônio dos Lopes ";19,49;16,73;28,11;91,71;55,99;36,6;"MA"
"Santo Antônio dos Milagres ";26,5;11,7;18,16;82,25;46,29;23,2;"PI"
"Santo Antônio do Sudoeste ";8,01;18,44;21,1;41,59;28,81;14,9;"PR"
"Santo Antônio do Tauá ";12,65;17,97;32,22;59,36;31,09;26,3;"PA"
"Santo Antônio ";21,29;16,25;18,29;60,57;34,55;21,2;"RN"
"Santo Augusto ";8,34;10,54;14,97;26,23;17;12,2;"RS"
"Santo Cristo ";4,02;3,97;7,89;21,21;20,5;13,8;"RS"
"Santo Estêvão ";20,84;28,05;29,53;70,15;38,29;18;"BA"
"Santo Expedito do Sul ";3,55;5,36;4,31;23,63;18,1;11,3;"RS"
"Santo Expedito ";13,52;6,9;4,45;33,8;19,2;15,2;"SP"
"Santo Hipólito ";11,81;20,25;23,44;41,73;32,2;16,2;"MG"
"Santo Inácio do Piauí ";20,31;9,69;23,89;67,86;37,56;23,3;"PI"
"Santo Inácio ";11,78;6,03;10,31;32,61;23,6;11,9;"PR"
"Santópolis do Aguapeí ";24,18;18,59;16,04;33,17;19,4;15,1;"SP"
"Santos Dumont ";11;15,57;13,41;31,41;24,08;14,1;"MG"
"Santos ";6,87;7,25;6,92;19,29;16,88;13,7;"SP"
"São Benedito ";22,12;19,17;24,75;80,83;55,86;24,1;"CE"
"São Benedito do Rio Preto ";9,88;11,14;30,35;73,94;52,87;29,5;"MA"
"São Benedito do Sul ";20,24;22,16;26,45;109,85;78,55;29,5;"PE"
"São Bentinho ";4,69;11,97;15,23;73,42;39,41;21,1;"PB"
"São Bento Abade ";15,44;16,66;39,86;42,36;33,66;18,5;"MG"
"São Bento do Norte ";17,42;16,53;25,93;80,44;47,88;24,8;"RN"
"São Bento do Sapucaí ";6,12;9,67;13,82;25,21;22,1;16,8;"SP"
"São Bento do Sul ";7,88;11,19;16,72;18,51;16,3;10,6;"SC"
"São Bento do Tocantins ";19,5;13,7;16,86;83,2;60,74;29,2;"TO"
"São Bento do Trairí ";14,08;11,83;43,75;62,38;43,52;24,4;"RN"
"São Bento do Una ";15,2;25,76;34,03;78,83;55,42;20,4;"PE"
"São Bento ";28,56;26,59;24,23;79,37;50,07;27,1;"MA"
"São Bento ";19,58;20,58;24,55;54,06;34,04;24;"PB"
"São Bernardino ";1,61;5,26;11,98;34,36;28,6;14,5;"SC"
"São Bernardo do Campo ";9,23;11,01;11;25,72;18;12,84;"SP"
"São Bernardo ";11,77;16,75;22,69;98,53;51,47;27,2;"MA"
"São Bonifácio ";2,65;1,33;6,86;21,05;20,2;11,4;"SC"
"São Borja ";12,31;15,26;18,82;18,6;17,7;10,7;"RS"
"São Brás ";31,45;19,48;50,71;66,82;36,46;33;"AL"
"São Brás do Suaçuí ";10,89;15,36;20,72;37,53;31,69;18,5;"MG"
"São Braz do Piauí ";11,14;6,64;13,41;72,81;50,16;24,2;"PI"
"São Caetano de Odivelas ";7,33;16,36;42,05;44,63;29,38;23,9;"PA"
"São Caetano do Sul ";5,25;4,27;4,79;17,96;11,4;9,5;"SP"
"São Caitano ";9,49;20,66;27,71;93,8;65,9;25,8;"PE"
"São Carlos do Ivaí ";7,85;14,76;18,3;41,62;28,01;13,4;"PR"
"São Carlos ";6,47;6,6;10,98;28,15;19,4;10,9;"SC"
"São Carlos ";6,06;10,05;8,48;19,08;17,7;11,19;"SP"
"São Cristovão do Sul ";11,91;11,47;31,64;31,81;24,2;15,4;"SC"
"São Cristóvão ";24,52;26,46;24,9;45,07;32,26;18,77;"SE"
"São Desidério ";14,06;11,72;30,41;65,84;44,73;28,9;"BA"
"São Domingos ";14,36;13,04;23,24;86,09;50,36;26,2;"BA"
"São Domingos das Dores ";14,56;4,81;14,11;33,25;27,36;18,6;"MG"
"São Domingos do Araguaia ";24,06;32,4;23,17;52,88;34,99;29,2;"PA"
"São Domingos do Azeitão ";17,94;12,72;40,15;78,45;53,3;32,9;"MA"
"São Domingos do Capim ";9,83;8,6;15,11;50,31;36;22,9;"PA"
"São Domingos do Cariri ";24,59;17,79;20,76;54,06;25,52;23,4;"PB"
"São Domingos do Maranhão ";15,96;14,1;34,8;103,29;63,11;37;"MA"
"São Domingos do Norte ";6,02;6,15;10,9;42,17;26,85;16;"ES"
"São Domingos do Prata ";10,05;8,41;14,53;36,09;23,64;16,3;"MG"
"São Domingos do Sul ";2,4;2,44;2,21;19,01;14,2;13,1;"RS"
"São Domingos ";14,49;21,53;27,05;33,53;30,8;13,5;"GO"
"São Domingos ";9,69;10,41;20,44;96,08;52,88;26,7;"PB"
"São Domingos ";11,55;12,03;11,41;23;22,7;11,4;"SC"
"São Domingos ";17,45;18,16;43,2;82,21;50,99;26,5;"SE"
"São Felipe ";20,8;22,32;18,3;53,37;34,08;21,1;"BA"
"São Felipe D'Oeste ";0,76;7,7;22,54;43;29,15;21;"RO"
"São Félix ";18,75;29,83;13,59;78,9;48,62;24,1;"BA"
"São Félix de Balsas ";14,12;5,57;15,02;78,45;41,85;24,4;"MA"
"São Félix de Minas ";12,93;16,67;26,08;48,39;35,41;19,2;"MG"
"São Félix do Araguaia ";31,57;16,39;9,14;32,79;25,75;14,1;"MT"
"São Félix do Coribe ";15,99;19,6;22,95;59,1;37,22;21,6;"BA"
"São Félix do Piauí ";3,61;12,19;11,73;54,79;39,73;29,3;"PI"
"São Félix do Tocantins ";23,27;33,31;35,87;84,03;50,49;22,9;"TO"
"São Félix do Xingu ";10,85;9,2;12,68;55,69;29,48;19;"PA"
"São Fernando ";9,26;7,06;20,97;62,23;35,04;26,7;"RN"
"São Fidélis ";8,45;9,96;9,95;32,55;20,29;18,2;"RJ"
"São Francisco de Assis do Piauí ";16,33;8,92;25,25;100,47;53,45;30,9;"PI"
"São Francisco de Assis ";7,1;9,95;18,52;23,15;19,7;14;"RS"
"São Francisco de Goiás ";14,01;13,92;11,05;28,06;27;13,9;"GO"
"São Francisco de Itabapoana ";17,91;16,63;18;31,67;20,29;17,8;"RJ"
"São Francisco de Paula ";18,31;11,42;7,31;37,36;31,16;17,4;"MG"
"São Francisco de Paula ";7,08;10,24;27,81;29,63;19,4;10,7;"RS"
"São Francisco de Sales ";14,59;16;16,14;25,14;18,05;12,4;"MG"
"São Francisco do Brejão ";13,28;7,93;29,98;68,8;52,12;29,8;"MA"
"São Francisco do Conde ";33,71;35,27;24,83;65,69;37,84;17,4;"BA"
"São Francisco do Glória ";7,1;8,58;11,51;43,36;31,15;15,4;"MG"
"São Francisco do Guaporé ";NA;14,6;23,04;39,23;28,36;25,8;"RO"
"São Francisco do Maranhão ";15,65;15,42;35,95;78,95;52,12;32,8;"MA"
"São Francisco do Oeste ";3,76;7,85;40,23;72,66;40,16;21,7;"RN"
"São Francisco do Pará ";6,33;11,99;24,42;59,09;38,08;21;"PA"
"São Francisco do Piauí ";17,78;25,31;20,18;102,77;54,36;29;"PI"
"São Francisco do Sul ";9,52;10,77;11,23;22,85;20,4;11,8;"SC"
"São Francisco ";18;20,3;20,37;37,19;31,13;18,2;"MG"
"São Francisco ";4,63;3,24;9,39;75,11;47,4;31,9;"PB"
"São Francisco ";5,23;24,25;26,56;73,83;46,59;31,1;"SE"
"São Francisco ";9,52;11,12;9,05;30,55;22,7;16,6;"SP"
"São Gabriel ";13,24;13,75;26,13;108,53;65,05;36,7;"BA"
"São Gabriel da Cachoeira ";9,55;14,65;19,96;50,9;34,2;19,32;"AM"
"São Gabriel da Palha ";10,33;13,63;23,34;36,68;22,34;14;"ES"
"São Gabriel do Oeste ";9,62;9,03;13,06;35,75;21,55;16,1;"MS"
"São Gabriel ";10,81;11,66;17,13;19,16;18,4;13,7;"RS"
"São Geraldo da Piedade ";17,71;27,89;31,98;44,56;39,52;21,4;"MG"
"São Geraldo do Araguaia ";17,79;17,76;26,09;53,17;28,13;19,8;"PA"
"São Geraldo do Baixio ";30,02;11,91;31,37;32,82;30,57;16,2;"MG"
"São Geraldo ";10,97;16,15;17,72;29,82;25,24;15,6;"MG"
"São Gonçalo do Abaeté ";20,38;25,06;19,37;39,85;26,71;19;"MG"
"São Gonçalo do Amarante ";22,83;22,07;27,37;78,08;50,06;22,3;"CE"
"São Gonçalo do Amarante ";14,87;17,55;20,76;63,56;35,26;14,6;"RN"
"São Gonçalo do Gurguéia ";22,23;2,7;31,51;87,86;50,16;37,8;"PI"
"São Gonçalo do Pará ";9,57;9,01;21,73;39,02;29,84;14,5;"MG"
"São Gonçalo do Piauí ";13,48;22,82;27,44;54,2;36,74;29,9;"PI"
"São Gonçalo do Rio Abaixo ";17,04;12,21;25,25;51,76;37,12;19,4;"MG"
"São Gonçalo do Rio Preto ";18,58;20,26;21,77;47,68;33,65;17,1;"MG"
"São Gonçalo do Sapucaí ";12,89;13,57;17,81;25,72;22,61;13,8;"MG"
"São Gonçalo dos Campos ";20,95;22,43;26,96;75,39;47,81;27;"BA"
"São Gonçalo ";11,78;11,72;10,41;30,86;19,36;14,55;"RJ"
"São Gotardo ";12,47;11,19;20,26;30,63;21,59;13,4;"MG"
"São Jerônimo da Serra ";9,92;14,24;16,43;41,51;28,59;13,6;"PR"
"São Jerônimo ";9,28;10,18;14,82;23,22;22,3;13,7;"RS"
"São João Batista do Glória ";6,76;9,74;12,69;28,88;19,57;14,3;"MG"
"São João Batista ";17,4;16,24;23,22;85,39;50,93;29,1;"MA"
"São João Batista ";12,21;5,71;19,83;21,62;20,3;11,1;"SC"
"São João da Baliza ";14,9;19,35;14,04;41,28;31,64;20,2;"RR"
"São João da Barra ";7,3;10,27;13,5;26,11;19,94;16,9;"RJ"
"São João da Boa Vista ";7,09;9,2;9,59;19,49;14,6;9,45;"SP"
"São João da Canabrava ";8,01;16,78;11,39;75,56;62,03;32,5;"PI"
"São João da Fronteira ";18,59;14,61;62,1;68,95;52,36;27,3;"PI"
"São João da Lagoa ";40,65;18,94;15,37;41,22;31,93;17,3;"MG"
"São João D'Aliança ";10,84;22,22;13,88;31,09;26,5;15;"GO"
"São João da Mata ";3,28;7,79;6,41;25,26;20,74;16,4;"MG"
"São João da Paraúna ";13,73;8,27;3,01;29,95;24,7;14,5;"GO"
"São João da Ponta ";7,76;17,63;32,68;50,64;38,22;24;"PA"
"São João da Ponte ";18,83;12,93;18,1;41,32;38,39;20,1;"MG"
"São João das Duas Pontes ";6,02;6,46;9,78;28,92;22,9;17,4;"SP"
"São João da Serra ";13,43;9,38;16,47;78,45;50,16;26,6;"PI"
"São João das Missões ";7,17;20,18;29,23;35,57;31,6;21,2;"MG"
"São João da Urtiga ";5,76;2,73;3,14;21,21;20,2;13,2;"RS"
"São João da Varjota ";10,85;25,07;22,89;62,56;49,93;36,4;"PI"
"São João de Iracema ";11,22;NA;11,78;33,38;22,3;14,8;"SP"
"São João Del Rei ";11,49;10,94;9,62;26,96;16,43;13;"MG"
"São João de Meriti ";15,02;16,15;15,45;33,87;19,06;14,56;"RJ"
"São João de Pirabas ";18,63;12,79;49,69;58,85;32,77;26,3;"PA"
"São João do Araguaia ";43,33;20,96;34,6;77,07;52,05;28,5;"PA"
"São João do Arraial ";26,11;18,89;29,35;89,51;59,28;33,7;"PI"
"São João do Caiuá ";22,39;12,38;17,43;46,79;30,41;18,1;"PR"
"São João do Cariri ";19,47;10,04;25,24;70,08;38,73;19,6;"PB"
"São João do Carú ";14,06;23,23;25,93;79,77;60,54;43,7;"MA"
"São João do Itaperiú ";15,49;8;6,76;19,88;19;10,5;"SC"
"São João do Ivaí ";7,04;12,36;10,15;42,97;28,81;15,2;"PR"
"São João do Jaguaribe ";14,83;11,8;16,65;54,9;30,32;20,8;"CE"
"São João do Manhuaçu ";10,55;8,43;15,58;39,72;28,72;15,1;"MG"
"São João do Manteninha ";8,46;10,02;15,48;48,39;35,41;18,1;"MG"
"São João do Oeste ";3,34;1,34;4,98;25,4;20,2;10,5;"SC"
"São João do Oriente ";8,44;13,06;15,84;45,81;33,68;18,1;"MG"
"São João do Pacuí ";6,49;8,68;21,48;43,82;39,1;18,8;"MG"
"São João do Paraíso ";12,42;20,24;12,94;60,59;45,57;28,8;"MA"
"São João do Paraíso ";13,2;18,47;18;37;27,36;17,8;"MG"
"São João do Pau D'Alho ";5,23;1,68;8,06;33,17;22,9;12,9;"SP"
"São João do Piauí ";12,78;16,95;29,9;64,56;48,6;24,4;"PI"
"São João do Polêsine ";6,41;5,49;9,32;23,22;20,7;12,4;"RS"
"São João do Rio do Peixe ";13,4;9,36;14,98;84,07;44,55;21,8;"PB"
"São João do Sabugi ";5,38;13,85;16,83;47,86;30,48;21,8;"RN"
"São João do Soter ";19,83;20,82;34,11;104,4;61,5;37,5;"MA"
"São João dos Patos ";21,86;20,58;28,5;88,09;48,69;34,2;"MA"
"São João do Sul ";5,98;6,35;8,11;28,52;24,4;13;"SC"
"São João do Tigre ";14,74;16,2;48,56;90,38;48,88;26;"PB"
"São João do Triunfo ";9,33;9,15;12,44;45,3;29,59;15,4;"PR"
"São João Evangelista ";13,1;19,08;26,85;51,03;35,81;18;"MG"
"São João Nepomuceno ";13,5;16,71;19,03;34,87;26,9;13,9;"MG"
"São João ";5,92;16,68;27,52;97,51;65,9;23,7;"PE"
"São João ";6,71;9,62;9,6;29,12;25,3;12,4;"PR"
"São Joaquim da Barra ";10,67;9,66;7,9;27,6;17,6;12,5;"SP"
"São Joaquim de Bicas ";21,44;20,07;29,18;41,2;28,72;14,4;"MG"
"São Joaquim do Monte ";19,01;20,56;36,72;87,27;69,36;28,6;"PE"
"São Joaquim ";10,96;9,39;12,72;32,55;25,5;15;"SC"
"São Jorge D'Oeste ";8,24;7,37;15,96;44,84;32,3;14,4;"PR"
"São Jorge do Ivaí ";8,25;3,6;8,69;29,62;24,71;15,6;"PR"
"São Jorge do Patrocínio ";5,34;3,67;13;44,34;28;14,6;"PR"
"São Jorge ";3,33;0,64;5,6;23,22;20,8;12,6;"RS"
"São José da Barra ";4,92;1,78;8,02;26,96;17,7;11,7;"MG"
"São José da Bela Vista ";11,38;14,84;26,31;26,46;23,4;13,8;"SP"
"São José da Boa Vista ";9,75;12,5;15,37;47,4;31,02;18,4;"PR"
"São José da Coroa Grande ";29,7;21,57;31,84;87,35;62,2;29,6;"PE"
"São José da Lagoa Tapada ";19,77;7,21;14,92;76,49;51,81;32,7;"PB"
"São José da Laje ";16,05;23,76;25,65;80,16;49,48;28,6;"AL"
"São José da Lapa ";16,31;11,56;14,4;34,5;28,49;14,4;"MG"
"São José da Safira ";23,03;23,66;46,03;55,12;43,77;22,4;"MG"
"São José das Missões ";NA;10,48;14,03;24,48;21,9;17,4;"RS"
"São José das Palmeiras ";15,06;17,43;8,79;39,6;24,69;11,9;"PR"
"São José da Tapera ";14,67;19,38;49,24;113,6;67,4;39,2;"AL"
"São José da Varginha ";11,57;15,28;23,3;25,75;18,05;13,2;"MG"
"São José da Vitória ";10,45;34,16;33,58;58,82;46,02;40,7;"BA"
"São José de Caiana ";13,45;13,39;20,84;70,83;48,88;25,3;"PB"
"São José de Espinharas ";22,09;12,69;15,99;73,76;42,22;20,6;"PB"
"São José de Mipibu ";12,54;17,23;22,44;65,44;36,99;27,1;"RN"
"São José de Piranhas ";8,38;8,9;17,39;62,86;47,55;26,4;"PB"
"São José de Princesa ";20,21;14,28;28,34;86,6;43,24;24,7;"PB"
"São José de Ribamar ";22,75;17,81;18,7;79,68;40;20,49;"MA"
"São José de Ubá ";8,67;7,27;7,6;30,9;20,82;17,2;"RJ"
"São José do Alegre ";12,03;10,01;34,38;32,74;26,01;15;"MG"
"São José do Barreiro ";9,22;12,14;20,95;33,29;20;16,7;"SP"
"São José do Belmonte ";17,48;17,83;23,1;58,87;45,66;23,7;"PE"
"São José do Bonfim ";17,3;19,09;56,5;108,94;60,91;34,7;"PB"
"São José do Brejo do Cruz ";8,44;5,08;41,79;62,36;47,95;22,8;"PB"
"São José do Calçado ";9,92;4,97;16,3;34,65;22,65;15,8;"ES"
"São José do Campestre ";10,39;17,55;24,18;80,09;47,12;20,2;"RN"
"São José do Cedro ";10,2;9,83;9,99;26,59;19,1;13,9;"SC"
"São José do Cerrito ";6,08;5,13;12,64;35,16;31;14,1;"SC"
"São José do Divino ";23,6;8,76;19,09;44,74;39,52;20,9;"MG"
"São José do Divino ";21,36;9,48;28,68;82,25;46,29;23,4;"PI"
"São José do Egito ";14,65;15,47;27,74;52,23;47,24;23,6;"PE"
"São José do Goiabal ";17,5;17,81;10,21;42,9;30,15;17,2;"MG"
"São José do Herval ";14,53;3,42;17,9;21,25;19,5;11,7;"RS"
"São José do Hortêncio ";4,95;0,7;14,51;18,85;17,8;13,5;"RS"
"São José do Inhacorá ";1,14;2,54;4,21;19,11;17,8;13,7;"RS"
"São José do Jacuípe ";15,69;18,85;23,55;85,06;59,98;32,1;"BA"
"São José do Jacuri ";15,05;13,84;26,64;48,23;39,05;24,4;"MG"
"São José do Mantimento ";20,73;10,26;13,46;36,29;33,65;16,3;"MG"
"São José do Norte ";2,84;8,03;27,03;39,15;26,2;16,4;"RS"
"São José do Ouro ";8,22;4,37;8,23;26,14;20,2;11,8;"RS"
"São José do Peixe ";16,93;12,74;25,66;59,03;46,83;25;"PI"
"São José do Piauí ";9,86;4,36;16,64;66,02;49,82;37,9;"PI"
"São José do Povo ";14,65;6,53;7,29;32,52;32,3;19,4;"MT"
"São José do Rio Claro ";17,47;13,93;23,11;24,7;23,46;14,6;"MT"
"São José do Rio Pardo ";5,9;9,3;11,22;21,87;15,8;10,9;"SP"
"São José do Rio Preto ";6,32;7,62;7,75;23,2;16,5;13,6;"SP"
"São José do Sabugi ";17,7;5,73;11,23;66,18;35,24;22;"PB"
"São José dos Ausentes ";8,92;7,8;31,24;28,38;19,6;15,6;"RS"
"São José dos Basílios ";11,9;16,96;31,48;117,69;60,54;35,7;"MA"
"São José dos Campos ";10,09;9,8;9,85;22,37;17,76;13,49;"SP"
"São José dos Cordeiros ";12,06;21,52;25,23;61,9;46,06;22,5;"PB"
"São José do Seridó ";9,17;5,78;23,54;49,72;30,48;16,4;"RN"
"São José dos Pinhais ";11,27;14,11;18,88;28,77;21,1;10,63;"PR"
"São José dos Quatro Marcos ";12,8;9,73;11,54;31,43;26,23;17;"MT"
"São José dos Ramos ";13,05;7,51;56,74;93,18;51,81;29,7;"PB"
"São José do Sul ";7,71;7,28;2,73;21,21;17,6;13,4;"RS"
"São José do Vale do Rio Preto ";7,6;9,2;18,82;32,71;24,08;16,5;"RJ"
"São José do Xingu ";35,25;28,4;26,62;33,74;29,75;15,8;"MT"
"São José ";8,05;10,42;10,4;19,26;17,2;10;"SC"
"São Julião ";6,66;13,44;25,57;78,29;45,01;23,5;"PI"
"São Leopoldo ";12,61;14,11;19,17;23,9;14,21;10,09;"RS"
"São Lourenço da Mata ";16,11;19,14;20,07;54,09;46,14;19,8;"PE"
"São Lourenço da Serra ";26,62;11,94;14,25;33,05;24,7;15,7;"SP"
"São Lourenço do Oeste ";8,93;9,41;11,93;23,91;21,9;15,9;"SC"
"São Lourenço do Piauí ";11,79;19,03;10,73;59,34;50,16;27,3;"PI"
"São Lourenço do Sul ";5;8,46;13,08;21;18,1;11,5;"RS"
"São Lourenço ";21,29;13,93;13,36;26,09;15,06;11,5;"MG"
"São Ludgero ";3,94;3,41;12,81;24,7;22,2;13,6;"SC"
"São Luís de Montes Belos ";11,22;12,08;8,18;27,22;24,4;15,2;"GO"
"São Luís do Curu ";13,46;15,35;24,55;80,48;55,86;32,4;"CE"
"São Luís do Paraitinga ";6,66;10,28;16,66;29,19;24,2;15,4;"SP"
"São Luis do Piauí ";NA;8,35;7,31;83,91;52,36;26,5;"PI"
"São Luís do Quitunde ";21,56;20,3;41,96;53,51;39,95;39,8;"AL"
"São Luís Gonzaga do Maranhão ";13,53;16,05;31,21;85,82;59,22;36,4;"MA"
"São Luís ";15,82;15,58;11,59;49,31;27,44;18,1;"MA"
"São Luíz do Norte ";11,59;10,61;11,49;33,31;28,6;16;"GO"
"São Luiz Gonzaga ";10,61;17,76;16,59;25,83;21;11,1;"RS"
"São Luiz ";NA;15,94;25,36;45,43;31,64;19;"RR"
"São Mamede ";9,41;7,13;14,43;66,18;44,27;24,8;"PB"
"São Manoel do Paraná ";6,06;4,01;3,02;34,19;27,34;14,3;"PR"
"São Manuel ";6,56;12,25;14,68;25,66;20,9;17,5;"SP"
"São Marcos ";6,7;7,97;8,04;17,73;13,8;11,1;"RS"
"São Martinho da Serra ";NA;6,2;19,05;18,85;16,8;11,6;"RS"
"São Martinho ";5,1;3,58;8,31;23,22;21,6;13,1;"RS"
